1,8637946,8638015,70
1,8638511,8638579,69
2,8644496,8644586,91
5,8667632,8667674,43
9,8697923,8697995,73
13,8727756,8727806,51
16,8749713,8749787,75
19,8771362,8771418,57
24,8843587,8843693,107
25,8849686,8849804,119
28,8872457,8872562,106
29,8878341,8878403,63
31,8892483,8892557,75
36,8930428,8930483,56
40,8958798,8958866,69
46,9000157,9000272,116
48,9015526,9015636,111
49,9020906,9021055,150
49,9021509,9021668,160
49,9022155,9022302,148
52,9043974,9044032,59
53,9050135,9050151,17
55,9063977,9064067,91
58,9084398,9084524,127
60,9100003,9100066,64
60,9100544,9100647,104
63,9120146,9120200,55
64,9127547,9127675,129
65,9134996,9135165,170
65,9136652,9136654,3
66,9142430,9142517,88
67,9152315,9152381,67
68,9156519,9156771,253
68,9157415,9157498,84
72,9185979,9186147,169
72,9186520,9186640,121
78,9229343,9229408,66
79,9237091,9237205,115
85,9278280,9278465,186
85,9278730,9278890,161
86,9286224,9286347,124
94,9343436,9343501,66
94,9343831,9343889,59
96,9358676,9358765,90
96,9359337,9359409,73
104,9414596,9415187,592
104,9415821,9415898,78
105,9422346,9422413,68
109,9450023,9450092,70
111,9464249,9464404,156
112,9475160,9475240,81
122,9544021,9544050,30
126,9571948,9572034,87
127,9578494,9578676,183
128,9584394,9584894,501
128,9585278,9585388,111
129,9593497,9593634,138
129,9593955,9594082,128
135,9636497,9636551,55
139,9664150,9664216,67
142,9685373,9685549,177
143,9693005,9693147,143
145,9706149,9706255,107
145,9707824,9707912,89
166,9855711,9856469,759
166,9857109,9857162,54
167,9864452,9864624,173
172,9899515,9899838,324
174,9913873,9914081,209
175,9923400,9923549,150
176,9927288,9927439,152
176,9928036,9928185,150
176,9928583,9928718,136
177,9936103,9936176,74
179,9948823,9949001,179
181,9961884,9962102,219
182,9971145,9971269,125
186,9997438,9997489,52
186,9998332,9998387,56
189,10019838,10019930,93
192,10041274,10041413,140
192,10042132,10042271,140
193,10049081,10049173,93
195,10063729,10063958,230
200,10097548,10097860,313
202,10112403,10112909,507
205,10133784,10134307,524
212,10183526,10183668,143
