1,480637,480646,10
1,481818,481890,73
2,485938,485938,1
3,495147,495216,70
4,502610,502707,98
6,513922,514025,104
7,524350,524553,204
8,529233,529338,106
10,543910,544127,218
11,551489,551582,94
12,558561,558703,143
14,574914,575044,131
15,580175,580294,120
16,586714,586806,93
16,587676,587772,97
17,594027,594161,135
17,595220,595343,124
18,600827,600924,98
18,602046,602143,98
18,606467,606566,100
19,608417,608503,87
21,728663,728733,71
21,730173,730196,24
22,734824,734924,101
23,741124,741200,77
23,745930,746023,94
24,750110,750183,74
25,755967,756069,103
26,763572,763665,94
27,770119,770218,100
27,771380,771441,62
27,774100,774123,24
28,776923,776987,65
29,784972,785043,72
30,791445,791549,105
30,794072,794145,74
31,800118,800152,35
31,800319,800429,111
32,806071,806187,117
32,809033,809127,95
34,819965,820039,75
34,820957,821073,117
34,824302,824382,81
35,827615,827680,66
35,829045,829143,99
35,830233,830301,69
36,836903,836931,29
36,837110,837190,81
37,841810,841935,126
39,855195,855321,127
39,857833,857924,92
40,863540,863650,111
41,868857,868956,100
42,876034,876116,83
42,877645,877734,90
42,880171,880240,70
43,886162,886285,124
44,891680,891781,102
45,899444,899534,91
46,907630,907817,188
47,914035,914153,119
47,915367,915468,102
48,923299,923411,113
49,928016,928105,90
51,943147,943256,110
52,949049,949181,133
53,955955,956052,98
54,964387,964510,124
54,965991,966101,111
55,970897,971123,227
56,979856,979923,68
57,984874,984995,122
58,993321,993398,78
58,995586,995681,96
59,998472,998528,57
60,1006935,1007033,99
60,1007805,1007932,128
61,1014241,1014447,207
62,1020743,1020867,125
63,1027852,1027919,68
63,1030182,1030284,103
65,1042267,1042397,131
66,1049390,1049534,145
66,1052631,1052751,121
67,1056622,1056762,141
67,1058470,1058551,82
68,1063348,1063475,128
69,1070209,1070329,121
69,1071217,1071338,122
70,1077419,1077488,70
71,1084852,1084984,133
72,1091747,1092082,336
73,1099947,1100079,133
74,1107256,1107352,97
74,1108840,1108985,146
76,1122984,1123081,98
76,1123721,1123844,124
77,1132312,1132418,107
78,1137113,1137196,84
79,1142456,1142581,126
80,1150237,1150394,158
80,1152748,1152813,66
81,1156738,1156849,112
