BASELINE_1,1553977,494.4,416.9,3528.0
BASELINE_1,1553978,494.4,416.7,3528.0
BASELINE_1,1553979,494.4,416.6,3529.0
BASELINE_1,1553980,494.4,416.8,3529.0
BASELINE_1,1553981,494.5,417.0,3530.0
BASELINE_1,1553982,494.6,417.2,3533.0
BASELINE_1,1553983,494.7,417.1,3535.0
BASELINE_1,1553984,494.8,416.8,3538.0
BASELINE_1,1553985,495.0,416.5,3538.0
BASELINE_1,1553986,495.0,416.3,3538.0
BASELINE_1,1553987,495.1,416.3,3536.0
BASELINE_1,1553988,495.1,416.6,3535.0
BASELINE_1,1553989,495.1,417.1,3536.0
BASELINE_1,1553990,494.9,417.5,3538.0
BASELINE_1,1553991,494.7,417.4,3540.0
BASELINE_1,1553992,494.5,417.2,3540.0
BASELINE_1,1553993,494.4,417.1,3540.0
BASELINE_1,1553994,494.4,417.3,3540.0
BASELINE_1,1553995,494.4,417.4,3540.0
BASELINE_1,1553996,494.4,417.5,3539.0
BASELINE_1,1553997,494.7,417.5,3539.0
BASELINE_1,1553998,495.1,417.6,3539.0
BASELINE_1,1553999,495.5,417.7,3539.0
BASELINE_1,1554000,495.7,417.8,3538.0
BASELINE_1,1554001,495.7,418.0,3538.0
BASELINE_1,1554002,495.6,418.1,3539.0
BASELINE_1,1554003,495.6,418.0,3541.0
BASELINE_1,1554004,495.8,417.9,3542.0
BASELINE_1,1554005,496.1,417.9,3542.0
BASELINE_1,1554006,496.4,418.1,3541.0
BASELINE_1,1554007,496.6,418.2,3541.0
BASELINE_1,1554008,496.7,418.3,3542.0
BASELINE_1,1554009,496.8,418.0,3543.0
BASELINE_1,1554010,496.4,417.8,3543.0
BASELINE_1,1554011,495.9,417.8,3540.0
BASELINE_1,1554012,495.9,418.1,3537.0
BASELINE_1,1554013,496.4,418.4,3533.0
BASELINE_1,1554014,496.7,418.1,3536.0
BASELINE_1,1554015,496.4,417.8,3538.0
BASELINE_1,1554016,496.3,417.4,3541.0
BASELINE_1,1554017,496.3,417.7,3542.0
BASELINE_1,1554018,496.4,417.8,3543.0
BASELINE_1,1554019,496.5,417.8,3544.0
BASELINE_1,1554020,496.5,417.6,3543.0
BASELINE_1,1554021,496.8,417.3,3543.0
BASELINE_1,1554022,497.1,417.2,3546.0
BASELINE_1,1554023,497.3,417.3,3548.0
