2,6608631,6608664,34
3,6615816,6615828,13
4,6622805,6622871,67
5,6630163,6630227,65
6,6637907,6637962,56
6,6639122,6639166,45
7,6644899,6644953,55
8,6653738,6653806,69
11,6675721,6675766,46
12,6681600,6681694,95
14,6696893,6696953,61
15,6704231,6704266,36
15,6704955,6705014,60
16,6713239,6713255,17
19,6733312,6733420,109
21,6831333,6831372,40
22,6835916,6836025,110
22,6837360,6837422,63
22,6840080,6840098,19
24,6851695,6851760,66
26,6865602,6865643,42
27,6873329,6873399,71
28,6879878,6879956,79
29,6887660,6887737,78
30,6895911,6895915,5
31,6901958,6902015,58
32,6909170,6909215,46
33,6915771,6915837,67
34,6920629,6920683,55
36,6936904,6936954,51
37,6943809,6943890,82
38,6950343,6950417,75
39,6957504,6957593,90
41,6972424,6972532,109
44,6994593,6994699,107
45,7001752,7001833,82
46,7008882,7008986,105
48,7024939,7025005,67
51,7045946,7046007,62
52,7051070,7051163,94
52,7053129,7053190,62
54,7066597,7066695,99
54,7070666,7070770,105
55,7075199,7075291,93
55,7075918,7075984,67
56,7081305,7081347,43
57,7089681,7089721,41
58,7096053,7096131,79
60,7109245,7109319,75
60,7110022,7110128,107
64,7139986,7140099,114
66,7153792,7153871,80
67,7160219,7160297,79
67,7161881,7161949,69
68,7167984,7168083,100
70,7181888,7181981,94
71,7188954,7189036,83
72,7197130,7197225,96
73,7202539,7202617,79
75,7220481,7220559,79
77,7234386,7234469,84
78,7238471,7238555,85
79,7246813,7246897,85
80,7252122,7252202,81
81,7258641,7258735,95
81,7259892,7259988,97
82,7267753,7267849,97
83,7274243,7274350,108
85,7286466,7286573,108
87,7300384,7300489,106
87,7305053,7305133,81
88,7311380,7311460,81
89,7315194,7315250,57
90,7322957,7323054,98
91,7333612,7333668,57
92,7338162,7338242,81
93,7343611,7343694,84
94,7354057,7354138,82
94,7355465,7355510,46
95,7358078,7358206,129
95,7360438,7360538,101
96,7365721,7365772,52
96,7366463,7366575,113
97,7373501,7373571,71
99,7388940,7389022,83
100,7393578,7393640,63
100,7395427,7395515,89
100,7396877,7396962,86
102,7409481,7409606,126
103,7415678,7415730,53
104,7422829,7422902,74
105,7432208,7432266,59
106,7438870,7438953,84
107,7446080,7446155,76
107,7447380,7447474,95
110,7468048,7468128,81
111,7473742,7473821,80
113,7485825,7485905,81
113,7488986,7489092,107
113,7489659,7489726,68
114,7494863,7494917,55
115,7502535,7502541,7
116,7508627,7508705,79
116,7509536,7509642,107
116,7510816,7510900,85
117,7516399,7516531,133
119,7531272,7531354,83
120,7536917,7537004,88
121,7544203,7544278,76
121,7546689,7546822,134
122,7553779,7553888,110
123,7560182,7560255,74
124,7566005,7566069,65
125,7573054,7573171,118
126,7579814,7579947,134
127,7587796,7587864,69
128,7593406,7593469,64
128,7594159,7594292,134
129,7601872,7601955,84
130,7610065,7610183,119
131,7616971,7617068,98
133,7630243,7630335,93
133,7630972,7631084,113
134,7635981,7636082,102
135,7643404,7643521,118
135,7645255,7645353,99
136,7651342,7651480,139
136,7653395,7653470,76
137,7657456,7657567,112
137,7659190,7659296,107
138,7665376,7665436,61
139,7672960,7673082,123
140,7678226,7678316,91
140,7680792,7680870,79
141,7686695,7686778,84
143,7701759,7701845,87
144,7707961,7708009,49
145,7718769,7718884,116
147,7729271,7729359,89
147,7731454,7731560,107
148,7738977,7739059,83
149,7743881,7743969,89
149,7745261,7745391,131
149,7746111,7746193,83
150,7752422,7752546,125
152,7766371,7766463,93
153,7773096,7773219,124
154,7779162,7779259,98
154,7783115,7783147,33
155,7786110,7786164,55
155,7786844,7786917,74
155,7788683,7788748,66
156,7793289,7793387,99
156,7795097,7795123,27
156,7796692,7796793,102
157,7800202,7800279,78
157,7803612,7803701,90
157,7803884,7803975,92
158,7809673,7809745,73
159,7815682,7815795,114
160,7822766,7822903,138
162,7837875,7838002,128
162,7838760,7838878,119
163,7843198,7843294,97
163,7846485,7846581,97
164,7850267,7850359,93
165,7860707,7860803,97
166,7864088,7864178,91
166,7866343,7866379,37
169,7885735,7885870,136
170,7894362,7894455,94
171,7900991,7901081,91
172,7906640,7906736,97
173,7915704,7915795,92
174,7922280,7922387,108
175,7928509,7928596,88
176,7935156,7935245,90
177,7942959,7943075,117
178,7949869,7949969,101
179,7955836,7955920,85
179,7959100,7959215,116
180,7967424,7967477,54
181,7972993,7973075,83
182,7978447,7978539,93
184,7992632,7992736,105
185,7998595,7998659,65
186,8007919,8008066,148
186,8008625,8008693,69
187,8013303,8013369,67
188,8020293,8020383,91
189,8028009,8028069,61
190,8033916,8033985,70
190,8035353,8035473,121
191,8041049,8041156,108
191,8043971,8044052,82
192,8048075,8048170,96
192,8049186,8049279,94
193,8055244,8055331,88
193,8056768,8056900,133
193,8057768,8057891,124
194,8064979,8065052,74
196,8075798,8075897,100
197,8082677,8082783,107
197,8084575,8084630,56
197,8087186,8087227,42
198,8090446,8090552,107
200,8104059,8104124,66
200,8104923,8104987,65
200,8106614,8106730,117
201,8111300,8111384,85
201,8113435,8113566,132
202,8118658,8118761,104
203,8126666,8126802,137
204,8132186,8132247,62
205,8139459,8139585,127
205,8142397,8142453,57
206,8146471,8146548,78
207,8154585,8154693,109
208,8160636,8160722,87
208,8162311,8162443,133
208,8163162,8163489,328
208,8164062,8164162,101
209,8168051,8168137,87
210,8176093,8176180,88
210,8177414,8177545,132
211,8181542,8181954,413
211,8182330,8182397,68
211,8183459,8183536,78
212,8188693,8188737,45
212,8190910,8191030,121
213,8196719,8196844,126
214,8204248,8204337,90
215,8210910,8211070,161
215,8211933,8212079,147
215,8213742,8213908,167
216,8217366,8217449,84
217,8224120,8224206,87
217,8225051,8225138,88
217,8227207,8227303,97
218,8231423,8231542,120
219,8241744,8241820,77
