0,8628496,8628678,183,468.2,409.8,2930
0,8628707,8628910,204,445.7,317.7,3076
0,8628951,8629073,123,497.0,434.6,3257
0,8629097,8634491,5395,526.4,371.6,3252
0,8634527,8634858,332,538.8,195.9,3178
0,8634902,8635160,259,530.7,364.8,3201
1,8635897,8636341,445,539.2,368.5,3490
1,8636360,8637896,1537,543.6,376.0,3592
1,8638099,8638171,73,515.6,416.3,3582
1,8638179,8638467,289,538.3,381.3,3694
1,8638664,8640965,2302,533.7,378.7,3601
1,8640980,8641104,125,553.2,390.8,3663
1,8641118,8642663,1546,530.6,382.9,3716
2,8643246,8644066,821,530.3,396.8,3666
2,8644079,8644434,356,530.7,378.9,3672
2,8644668,8650167,5500,526.6,387.9,3119
3,8650751,8652651,1901,523.5,370.8,3485
3,8652658,8657922,5265,519.1,384.0,2845
4,8658506,8659213,708,516.5,391.1,2940
4,8659232,8659398,167,515.4,382.8,3172
4,8659413,8660691,1279,520.4,379.9,2980
4,8660698,8665425,4728,510.9,374.0,2861
5,8666010,8667585,1576,517.3,377.7,2888
5,8667749,8672678,4930,508.6,376.2,2821
6,8673264,8673822,559,530.0,376.5,3162
6,8673835,8674040,206,547.0,360.0,3303
6,8674060,8674938,879,529.9,364.2,3191
6,8674962,8676674,1713,521.1,362.5,3220
6,8676682,8679931,3250,520.2,375.7,2937
7,8680516,8687685,7170,513.3,384.7,2489
8,8688268,8689100,833,516.0,387.0,2729
8,8689109,8689289,181,527.0,374.8,2945
8,8689298,8691606,2309,512.7,373.3,2666
8,8691614,8695438,3825,512.2,371.1,2486
9,8696022,8696608,587,512.7,386.2,2709
9,8696618,8697875,1258,517.9,379.9,2556
9,8698053,8702691,4639,512.5,373.5,2507
10,8703275,8703591,317,509.5,373.5,2823
10,8703612,8704158,547,518.7,352.0,3005
10,8704166,8704733,568,527.1,361.0,2898
10,8704754,8705668,915,523.7,360.9,2729
10,8705688,8705957,270,524.8,361.2,2752
10,8705975,8710195,4221,514.9,378.5,2439
11,8710780,8711123,344,519.9,384.4,2438
11,8711138,8713474,2337,513.3,370.5,2602
11,8713494,8714181,688,512.9,372.7,2577
11,8714199,8717698,3500,508.7,386.4,2309
12,8718282,8718920,639,513.1,378.2,2403
12,8718937,8725201,6265,511.7,380.8,2369
13,8725787,8726501,715,507.4,380.1,2636
13,8726509,8727703,1195,521.4,383.8,2595
13,8727874,8732705,4832,511.4,398.7,2292
14,8733290,8733943,654,512.8,394.7,2549
14,8733962,8737637,3676,516.2,376.0,2682
14,8737655,8740208,2554,515.3,378.9,2499
15,8740954,8741521,568,525.3,395.8,2604
15,8741529,8742169,641,513.1,408.8,2300
15,8742176,8742774,599,516.4,391.7,2557
15,8742791,8743352,562,523.6,376.1,2683
15,8743369,8744045,677,528.9,374.9,2730
15,8744053,8747961,3909,519.4,386.6,2473
16,8748546,8749106,561,513.0,379.2,2563
16,8749124,8749657,534,512.6,378.4,2590
16,8749864,8751397,1534,511.3,404.2,2122
16,8751417,8751938,522,513.9,387.8,2360
16,8751959,8753257,1299,513.1,366.1,2676
16,8753264,8755214,1951,515.3,367.4,2704
17,8755800,8756142,343,512.0,392.8,2532
17,8756155,8759423,3269,515.1,373.2,2698
17,8759439,8762468,3030,515.7,369.6,2445
18,8763310,8763760,451,518.7,361.9,2592
18,8763777,8764855,1079,515.9,383.3,2446
18,8764862,8767652,2791,521.7,373.3,2683
18,8767672,8768660,989,516.6,362.2,2707
18,8768680,8769721,1042,512.2,371.9,2631
19,8770303,8770684,382,515.4,373.0,2607
19,8770692,8770964,273,510.9,374.0,2662
19,8770983,8771278,296,517.9,369.6,2682
19,8771516,8771698,183,510.2,395.3,2463
19,8771705,8776974,5270,514.9,373.1,2704
20,8812276,8812489,214,494.8,302.3,3155
20,8812503,8812697,195,484.2,292.0,3206
20,8812729,8812841,113,484.1,391.9,3271
20,8812866,8814789,1924,532.0,355.3,3194
20,8814796,8818492,3697,538.0,351.5,3261
21,8819165,8819647,483,529.8,343.6,3544
21,8819654,8819861,208,517.7,343.2,3433
21,8819870,8825233,5364,535.9,365.3,3167
21,8825262,8825421,160,651.8,369.9,2995
21,8825462,8825616,155,512.2,360.5,3082
21,8825624,8825879,256,525.0,360.5,3156
22,8826460,8827011,552,532.5,362.2,3241
22,8827029,8833282,6254,531.8,365.1,3040
23,8833863,8836200,2338,536.6,366.8,3190
23,8836222,8837991,1770,532.2,371.6,2908
23,8837998,8841002,3005,527.9,367.9,2836
24,8841584,8842219,636,543.4,346.1,3469
24,8842237,8843531,1295,545.3,349.2,3374
24,8843790,8848041,4252,532.5,369.1,2862
25,8848621,8849628,1008,526.6,375.3,3077
25,8849899,8849975,77,518.3,358.5,2976
25,8849982,8851004,1023,535.9,367.5,2835
25,8851011,8853099,2089,531.2,360.6,2916
25,8853108,8853288,181,529.2,358.2,3060
25,8853295,8854925,1631,534.1,364.7,2993
26,8855691,8856884,1194,534.3,381.5,2831
26,8856892,8861828,4937,523.4,374.4,2696
27,8862718,8862981,264,517.0,378.8,3153
27,8862992,8863189,198,507.9,367.1,3036
27,8863197,8865130,1934,524.8,372.4,2897
27,8865137,8869214,4078,524.3,379.3,2637
28,8869796,8870480,685,528.2,368.6,2956
28,8870495,8870615,121,547.7,372.3,2768
28,8870626,8872157,1532,526.0,375.8,2720
28,8872163,8872343,181,518.2,373.8,2579
28,8872642,8872730,89,527.8,375.5,2625
28,8872737,8876151,3415,514.0,365.2,2623
29,8876813,8878242,1430,514.4,368.1,2770
29,8878483,8878554,72,527.1,377.7,2588
29,8878564,8883487,4924,520.3,372.8,2559
30,8884068,8884543,476,523.7,360.8,2986
30,8884561,8884746,186,509.6,373.4,2830
30,8884761,8884892,132,536.7,385.9,2773
30,8884901,8886295,1395,525.7,384.0,2555
30,8886302,8890940,4639,534.2,367.9,2897
31,8891524,8892401,878,526.6,380.0,2685
31,8892651,8894968,2318,525.0,379.6,2545
31,8894975,8897893,2919,522.9,371.3,2899
32,8898662,8898890,229,502.4,353.6,3396
32,8899075,8899224,150,491.4,367.0,3332
32,8899242,8899906,665,527.2,368.1,3178
32,8899913,8900840,928,525.8,366.2,3029
32,8900861,8902053,1193,526.8,363.0,2949
32,8902060,8904846,2787,523.9,372.1,2662
33,8905430,8908505,3076,521.4,371.5,2748
33,8908520,8912183,3664,526.7,362.8,2935
34,8912839,8913351,513,511.2,381.8,2728
34,8913370,8913532,163,495.7,394.6,2418
34,8913545,8917670,4126,527.7,366.0,2713
34,8917688,8919136,1449,529.0,356.9,2798
35,8919753,8920129,377,492.5,353.0,2798
35,8920141,8920495,355,509.8,368.2,2641
35,8920504,8923688,3185,531.8,345.0,3142
35,8923708,8926456,2749,530.7,356.4,2841
36,8927039,8927516,478,526.7,365.1,2706
36,8927533,8927755,223,535.7,373.2,2591
36,8927764,8929257,1494,531.7,374.8,2534
36,8929264,8930252,989,518.9,366.0,2624
36,8930270,8930319,50,522.7,353.3,2807
36,8930607,8931854,1248,517.3,374.1,2565
36,8931860,8932721,862,518.6,373.9,2571
36,8932738,8932938,201,526.3,361.4,2664
36,8932945,8933759,815,527.5,356.9,2731
37,8934390,8935170,781,521.0,352.9,2760
